feature,importance,model,importance_type,rank
project_prf_application_group_missing,0,LGBMRegressor,feature_importances_,75
project_prf_application_group_real_time_application,0,LGBMRegressor,feature_importances_,76
project_prf_application_type_auditing management,0,LGBMRegressor,feature_importances_,77
project_prf_application_type_operating system or software utility,0,LGBMRegressor,feature_importances_,78
tech_tf_development_platform_mr,0,LGBMRegressor,feature_importances_,79
project_prf_application_type_workflow support & management,0,LGBMRegressor,feature_importances_,80
project_prf_team_size_group_15_20,0,LGBMRegressor,feature_importances_,81
tech_tf_language_type_5gl,0,LGBMRegressor,feature_importances_,82
functional_size_group_l_1000_2999,0,LGBMRegressor,feature_importances_,83
project_prf_application_type_electronic data interchange,0,LGBMRegressor,feature_importances_,84
project_prf_application_type_customer billing/relationship management,0,LGBMRegressor,feature_importances_,85
functional_size_group_xl_3000_8999,0,LGBMRegressor,feature_importances_,86
functional_size_group_xxl_9000_17999,0,LGBMRegressor,feature_importances_,87
project_prf_relative_size_l,0,LGBMRegressor,feature_importances_,88
project_prf_relative_size_xl,0,LGBMRegressor,feature_importances_,89
project_prf_relative_size_xxl,0,LGBMRegressor,feature_importances_,90
project_prf_relative_size_xxs,0,LGBMRegressor,feature_importances_,91
project_prf_year_of_project,0,LGBMRegressor,feature_importances_,92
