isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,project_prf_total_project_cost,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,external_eef_industry_sector_Government,project_prf_application_group_Business_Application,project_prf_application_group_Infrastructure_Software,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_ApG,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,functional_size_group_XL_3000_8999,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XL,project_prf_relative_size_XS,project_prf_relative_size_XXS,project_prf_team_size_group_1,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_71_80,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes,project_prf_cost_currency_Canada_dollar,project_prf_cost_currency_European_euro,project_prf_cost_currency_Missing,project_prf_cost_currency_New_Zealand_dollar,project_prf_cost_currency_United_Kingdom_pound_sterling,project_prf_cost_currency_United_States_dollar,project_prf_currency_multiple_Missing,project_prf_currency_multiple_No,project_prf_currency_multiple_Yes_10_000,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes
19125,2005,government,management information system; workflow support & management,COBOL,664,33390,35242,57.988956,55.386032,56.020725,11.782605,2.7825215,0.40008402,12.209043,17,6,77716.06,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14995,2005,government,business application,COOL:Gen,303,2560,1767,10.642129,7.9521723,24.38344,3.4108033,2.5086904,0.40003905,3.2565007,2,0,158257.23,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False
25426,2006,government,business application,.Net,111,7529,6593,50.24574,45.939598,37.316807,4.6969004,1.186251,0.40006602,11.259728,3,0,44085.605,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
14810,2009,government,business application,Java,6,772,473,52.666992,49.031612,1.4674128,4.1800528,0.7140159,0.4000161,10.099073,2,0,19112.967,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
25495,2007,government,missing,Oracle,263,5063,4090,27.769672,25.3963,34.349148,20.74557,5.2211847,0.4000011,9.146758,6,0,73244.98,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21331,2012,government,business application,.Net,87,362,261,4.424935,4.376899,4.3654475,37.67322,7.638094,0.40000042,3.6263328,2,0,26685.242,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
20696,2007,government,financial transaction process/accounting,Oracle,8,2449,1869,55.400414,52.661053,84.58001,0.8369901,3.40619,0.40013173,10.843845,2,0,16972.402,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
16051,2007,government,financial transaction process/accounting,Oracle,113,2503,1935,31.325315,31.914255,67.68919,4.063108,3.1667843,0.4001075,5.720423,12,0,155701.22,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
30030,2008,government,business application,COBOL,84,306,156,7.5372896,6.617823,12.64933,73.35435,5.792633,0.40000445,1.6750747,2,0,34706.28,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24620,2004,government; real estate & property,financial transaction process/accounting,Oracle,514,11869,11510,16.539438,12.912092,58.018272,4.172478,2.7011237,0.4000569,14.50083,2,0,11142.942,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
25506,2010,defence; government,business application,Oracle,305,395,187,4.079879,3.5266788,21.343903,138.127,19.135418,0.4000358,3.8054042,3,0,54907.39,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False
18353,2005,government,missing,Java,412,4363,3559,7.28052,6.454059,49.126873,63.856865,9.676239,0.40008283,7.7715735,2,0,21111.139,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
18432,2010,government,business application,PL/I,9,4976,4426,126.67571,137.49779,8.488489,12.13917,0.721274,0.4000121,19.588778,3,0,81503.73,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18444,2010,government,customer billing/relationship management,COBOL,260,7013,7323,16.109898,15.799971,7.78734,113.0631,5.3200274,0.40001264,9.200736,2,0,295755.7,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
16291,2006,government; health sciences,business application,.Net,166,9799,9888,21.463612,19.578505,1.2770882,16.01142,6.7082615,0.40003094,11.514832,2,0,239862.95,1,0,0,0,0,0,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
15881,2007,government; health sciences,reporting,Datastage,56,698,448,9.489481,9.465943,5.4667315,17.07237,10.384879,0.40000656,7.702058,2,0,16849.754,1,0,0,0,0,0,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
14746,2010,government,missing,COBOL,226,4704,4232,12.646958,11.998608,12.897469,21.889317,1.6228828,0.40001068,13.628089,2,0,23293.973,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
14484,2008,public sector,business application,COOL:Gen,33,99,54,7.984363,8.011083,35.444557,1.7866455,7.2515593,0.40004182,2.1885455,2,0,105575.98,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
31399,2014,government,financial transaction process/accounting,C#,1079,8605,8083,3.269102,3.6857696,12.007275,352.517,6.74916,0.4000001,19.126633,9,3,42334.195,1,0,0,0,0,0,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
15680,2007,government; health sciences,financial transaction process/accounting,COBOL,36,3558,2845,39.07173,37.17106,46.13046,2.3391342,1.083229,0.40002573,5.424839,2,0,30214.379,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False
15720,2012,government,missing,C#,121,2030,1816,14.293616,16.511469,7.193657,25.557983,3.2046754,0.40001044,4.8316383,3,0,126264.336,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False
17345,2010,public sector,"document management; financial transaction process/accounting; image, video or sound processing",Java,287,2650,2267,3.2744787,3.2776005,34.468246,60.50518,13.463947,0.40002656,14.264509,2,0,37208.26,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False
19713,2010,government,missing,.Net,17,2439,2197,34.779137,39.54216,119.39179,24.691639,1.0529804,0.40000194,19.510067,7,0,26372.295,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
20141,2005,government; health sciences,catalogue/register of things or events; online analysis and reporting,COBOL,121,8480,8845,28.837013,30.451859,28.941599,1.2429043,5.214105,0.4000446,6.8143,18,2,25305.217,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
12729,2010,government,business application,Oracle,305,6327,6624,22.410742,28.38803,4.5644474,33.965893,5.2867665,0.40000576,8.23504,2,2,47851.555,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
23883,2009,government,business application,PHP,301,1289,675,5.4987946,4.301675,21.334063,125.004745,13.530924,0.4000107,3.7752447,2,0,70490.02,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
29628,2013,government,business application,C,311,3044,2344,4.027953,3.7617092,1.6300595,160.57307,5.1243067,0.40003374,6.2203603,2,0,47160.324,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18353,2006,government; health sciences,financial transaction process/accounting,PL/I,58,2163,1621,15.821542,14.662842,44.558857,11.045816,2.0252538,0.40000334,11.059523,2,0,13273.656,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
26466,2008,government; health sciences,missing,Oracle,30,2165,2189,21.322386,28.233862,4.1600056,4.0010004,4.426524,0.4001144,12.271821,2,0,26340.36,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
29397,2008,defence; government,financial transaction process/accounting,Oracle,55,1153,792,26.347002,26.585243,80.35482,3.7220938,13.611381,0.40004548,3.1405077,3,4,161114.14,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
18361,2009,government,financial transaction process/accounting,C#,19,32,27,2.661559,2.6038063,10.691533,22.89574,26.5741,0.40000263,0.99637604,3,0,33509.324,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14289,2010,government,business application,.Net,327,7107,7374,15.173385,16.962265,43.915432,105.959274,10.551146,0.40000165,3.03755,16,0,33265.324,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
14746,2007,government,reporting,Oracle,140,3987,3854,18.119753,19.727673,54.529957,1.4570353,1.4980912,0.4000168,8.020926,10,0,23477.727,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False
32194,2012,government,financial transaction process/accounting,C#,181,582,336,3.6858587,4.1214194,2.385492,27.506956,6.5080996,0.40006402,9.470143,4,0,144294.77,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
19581,2009,government,missing,Java,69,1314,851,16.025986,15.666613,4.9482026,22.379833,4.0366507,0.40000072,13.233319,2,7,27581.012,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12836,2011,government,missing,PL/I,11,898,615,48.08922,51.526035,31.537079,5.5439453,0.5809813,0.4000029,12.248298,2,0,64584.64,1,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
31801,2009,government,financial transaction process/accounting,A:G,231,11073,10626,30.959272,30.77066,41.364285,66.27126,1.4115599,0.40002486,20.49133,6,0,18810.92,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21846,2008,government,financial transaction process/accounting,Oracle,65,1340,1009,16.40247,17.0791,31.510824,43.406258,4.1903863,0.40000913,5.3988266,9,0,79711.35,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False
23629,2010,government,missing,PL/I,125,3160,3072,22.535772,23.113304,7.8244467,26.03884,7.7844887,0.40001905,5.3812656,7,0,122799.13,1,0,0,0,0,0,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28297,2006,government; health sciences,financial transaction process/accounting,ABAP,74,3470,2789,39.16744,38.951828,22.068329,1.5791714,0.76084995,0.40019572,8.658406,2,0,11167.567,1,0,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
